"X","leaid","year","total_schools.x","count_alt_school_schools","percent_alt","count_tracking_schools","percent_tracking","count_magnet_schools","percent_magnet","count_charter_schools","percent_charter"
747,400409,2017,1,NA,NA,NA,NA,NA,NA,1,1
748,400415,2011,1,NA,NA,NA,NA,NA,NA,1,1
749,400415,2013,1,NA,NA,NA,NA,NA,NA,1,1
750,400415,2015,1,NA,NA,NA,NA,NA,NA,1,1
751,400415,2017,1,NA,NA,NA,NA,NA,NA,1,1
752,400416,2011,2,1,0.5,1,0.5,NA,NA,2,1
753,400416,2013,1,NA,NA,NA,NA,NA,NA,1,1
754,400416,2015,1,1,1,NA,NA,NA,NA,1,1
755,400418,2011,1,NA,NA,NA,NA,NA,NA,1,1
756,400418,2013,2,NA,NA,NA,NA,NA,NA,2,1
757,400418,2015,1,NA,NA,NA,NA,NA,NA,1,1
758,400427,2011,1,NA,NA,1,1,NA,NA,1,1
759,400427,2013,1,NA,NA,NA,NA,NA,NA,1,1
760,400427,2015,1,NA,NA,NA,NA,NA,NA,1,1
761,400427,2017,1,NA,NA,NA,NA,NA,NA,1,1
762,400429,2011,1,NA,NA,NA,NA,NA,NA,1,1
763,400429,2013,1,NA,NA,NA,NA,NA,NA,1,1
764,400429,2015,1,NA,NA,NA,NA,NA,NA,1,1
765,400429,2017,1,NA,NA,NA,NA,NA,NA,1,1
766,400432,2011,1,NA,NA,NA,NA,NA,NA,1,1
767,400432,2013,1,NA,NA,NA,NA,NA,NA,1,1
768,400432,2015,1,NA,NA,NA,NA,NA,NA,1,1
769,400432,2017,1,NA,NA,NA,NA,NA,NA,1,1
770,400436,2011,1,NA,NA,NA,NA,NA,NA,1,1
771,400439,2013,1,NA,NA,NA,NA,NA,NA,1,1
772,400439,2015,1,NA,NA,NA,NA,NA,NA,1,1
773,400439,2017,1,NA,NA,NA,NA,NA,NA,1,1
774,400444,2011,1,NA,NA,NA,NA,NA,NA,1,1
775,400444,2013,1,NA,NA,NA,NA,NA,NA,1,1
776,400444,2015,1,NA,NA,NA,NA,NA,NA,1,1
777,400444,2017,1,NA,NA,NA,NA,NA,NA,1,1
778,400446,2011,1,NA,NA,NA,NA,NA,NA,1,1
779,400446,2013,1,NA,NA,NA,NA,NA,NA,1,1
791,400600,2011,4,NA,NA,3,0.75,NA,NA,NA,NA
795,400609,2011,1,NA,NA,NA,NA,NA,NA,1,1
796,400609,2013,1,NA,NA,NA,NA,NA,NA,1,1
797,400609,2015,1,NA,NA,NA,NA,NA,NA,1,1
798,400610,2011,1,NA,NA,1,1,NA,NA,1,1
803,400631,2011,1,NA,NA,1,1,NA,NA,1,1
804,400631,2013,1,NA,NA,NA,NA,NA,NA,1,1
805,400631,2015,1,NA,NA,NA,NA,NA,NA,1,1
806,400632,2011,1,NA,NA,1,1,NA,NA,1,1
807,400632,2015,1,NA,NA,NA,NA,NA,NA,1,1
808,400632,2017,1,NA,NA,NA,NA,NA,NA,1,1
809,400637,2011,1,NA,NA,NA,NA,NA,NA,1,1
810,400638,2011,1,NA,NA,NA,NA,NA,NA,1,1
811,400638,2013,1,NA,NA,NA,NA,NA,NA,1,1
812,400638,2015,3,NA,NA,NA,NA,NA,NA,3,1
813,400638,2017,1,NA,NA,NA,NA,NA,NA,1,1
814,400640,2011,1,NA,NA,NA,NA,NA,NA,1,1
815,400640,2013,1,NA,NA,NA,NA,NA,NA,1,1
816,400640,2015,1,NA,NA,NA,NA,NA,NA,1,1
817,400640,2017,2,NA,NA,NA,NA,NA,NA,2,1
818,400641,2011,4,NA,NA,NA,NA,NA,NA,4,1
819,400641,2013,2,NA,NA,NA,NA,NA,NA,2,1
820,400641,2015,2,NA,NA,NA,NA,NA,NA,2,1
821,400641,2017,1,NA,NA,NA,NA,NA,NA,1,1
822,400649,2011,1,NA,NA,NA,NA,NA,NA,1,1
823,400649,2013,1,NA,NA,NA,NA,NA,NA,1,1
824,400649,2015,2,NA,NA,NA,NA,NA,NA,2,1
825,400649,2017,2,NA,NA,NA,NA,NA,NA,2,1
826,400650,2011,1,NA,NA,NA,NA,NA,NA,1,1
827,400650,2013,1,NA,NA,NA,NA,NA,NA,1,1
828,400680,2011,3,NA,NA,2,0.666666666666667,NA,NA,NA,NA
832,400745,2011,3,NA,NA,NA,NA,NA,NA,3,1
833,400745,2013,2,NA,NA,NA,NA,NA,NA,2,1
834,400745,2015,1,NA,NA,NA,NA,NA,NA,1,1
835,400745,2017,1,NA,NA,NA,NA,NA,NA,1,1
836,400746,2011,1,NA,NA,1,1,NA,NA,1,1
837,400746,2013,2,NA,NA,NA,NA,NA,NA,2,1
838,400746,2015,2,NA,NA,NA,NA,NA,NA,2,1
839,400746,2017,2,NA,NA,NA,NA,NA,NA,2,1
840,400748,2013,1,NA,NA,NA,NA,NA,NA,1,1
841,400748,2015,1,NA,NA,NA,NA,NA,NA,1,1
842,400748,2017,1,NA,NA,NA,NA,NA,NA,1,1
843,400750,2011,1,NA,NA,1,1,NA,NA,NA,NA
844,400755,2011,2,NA,NA,NA,NA,NA,NA,2,1
845,400755,2013,2,NA,NA,NA,NA,NA,NA,2,1
846,400755,2015,2,NA,NA,NA,NA,NA,NA,2,1
847,400755,2017,2,NA,NA,NA,NA,NA,NA,2,1
848,400758,2013,1,NA,NA,NA,NA,NA,NA,1,1
849,400758,2015,1,NA,NA,NA,NA,NA,NA,1,1
850,400758,2017,1,NA,NA,NA,NA,NA,NA,1,1
851,400763,2013,1,NA,NA,NA,NA,NA,NA,1,1
852,400763,2015,1,NA,NA,NA,NA,NA,NA,1,1
853,400763,2017,1,NA,NA,NA,NA,NA,NA,1,1
854,400764,2011,2,NA,NA,2,1,NA,NA,2,1
855,400774,2011,1,NA,NA,1,1,NA,NA,1,1
856,400774,2013,1,NA,NA,NA,NA,NA,NA,1,1
857,400774,2015,1,NA,NA,NA,NA,NA,NA,1,1
858,400774,2017,1,NA,NA,NA,NA,NA,NA,1,1
859,400775,2011,1,NA,NA,NA,NA,NA,NA,1,1
860,400775,2013,1,NA,NA,NA,NA,NA,NA,1,1
861,400775,2017,1,NA,NA,NA,NA,NA,NA,1,1
862,400776,2011,1,NA,NA,1,1,NA,NA,1,1
863,400776,2013,1,NA,NA,NA,NA,NA,NA,1,1
864,400776,2015,1,NA,NA,NA,NA,NA,NA,1,1
865,400776,2017,1,NA,NA,NA,NA,NA,NA,1,1
866,400778,2011,1,NA,NA,1,1,NA,NA,1,1
867,400778,2013,1,NA,NA,NA,NA,NA,NA,1,1
868,400778,2015,1,NA,NA,NA,NA,NA,NA,1,1
869,400778,2017,1,NA,NA,NA,NA,NA,NA,1,1
870,400781,2013,1,NA,NA,NA,NA,NA,NA,1,1
871,400781,2015,1,NA,NA,NA,NA,NA,NA,1,1
872,400781,2017,1,NA,NA,NA,NA,NA,NA,1,1
873,400786,2017,1,NA,NA,NA,NA,NA,NA,1,1
874,400788,2015,1,NA,NA,NA,NA,NA,NA,1,1
875,400789,2011,1,NA,NA,NA,NA,NA,NA,1,1
876,400789,2013,1,NA,NA,NA,NA,NA,NA,1,1
877,400789,2017,1,NA,NA,NA,NA,NA,NA,1,1
878,400791,2011,1,NA,NA,NA,NA,NA,NA,1,1
879,400791,2013,1,NA,NA,NA,NA,NA,NA,1,1
880,400791,2015,1,NA,NA,NA,NA,NA,NA,1,1
881,400793,2013,1,NA,NA,NA,NA,NA,NA,1,1
882,400793,2015,1,NA,NA,NA,NA,NA,NA,1,1
883,400793,2017,1,NA,NA,NA,NA,NA,NA,1,1
884,400796,2011,1,NA,NA,NA,NA,NA,NA,1,1
885,400796,2013,1,NA,NA,NA,NA,NA,NA,1,1
886,400796,2015,1,NA,NA,NA,NA,NA,NA,1,1
887,400796,2017,1,NA,NA,NA,NA,NA,NA,1,1
888,400797,2015,1,NA,NA,NA,NA,NA,NA,1,1
889,400797,2017,1,NA,NA,NA,NA,NA,NA,1,1
890,400798,2011,1,NA,NA,1,1,NA,NA,1,1
891,400798,2013,1,NA,NA,NA,NA,NA,NA,1,1
892,400800,2011,2,NA,NA,NA,NA,NA,NA,2,1
893,400803,2011,1,NA,NA,NA,NA,NA,NA,1,1
894,400805,2011,1,NA,NA,NA,NA,NA,NA,1,1
895,400805,2013,1,NA,NA,NA,NA,NA,NA,1,1
896,400805,2015,1,NA,NA,NA,NA,NA,NA,1,1
897,400805,2017,1,NA,NA,NA,NA,NA,NA,1,1
898,400806,2011,1,NA,NA,1,1,NA,NA,1,1
899,400815,2011,1,NA,NA,NA,NA,NA,NA,1,1
900,400815,2013,1,NA,NA,NA,NA,NA,NA,1,1
901,400815,2015,1,NA,NA,NA,NA,NA,NA,1,1
902,400815,2017,1,NA,NA,NA,NA,NA,NA,1,1
903,400819,2011,1,NA,NA,1,1,NA,NA,1,1
904,400819,2013,1,NA,NA,NA,NA,NA,NA,1,1
905,400819,2015,1,NA,NA,NA,NA,NA,NA,1,1
906,400819,2017,1,NA,NA,NA,NA,NA,NA,1,1
907,400822,2011,1,NA,NA,NA,NA,NA,NA,1,1
908,400822,2013,1,NA,NA,NA,NA,NA,NA,1,1
909,400822,2015,1,NA,NA,NA,NA,NA,NA,1,1
910,400822,2017,1,NA,NA,NA,NA,NA,NA,1,1
911,400824,2011,1,NA,NA,1,1,NA,NA,1,1
912,400824,2013,1,NA,NA,NA,NA,NA,NA,1,1
913,400824,2015,1,NA,NA,NA,NA,NA,NA,1,1
914,400824,2017,1,NA,NA,NA,NA,NA,NA,1,1
915,400826,2011,1,NA,NA,NA,NA,NA,NA,1,1
916,400826,2013,1,NA,NA,NA,NA,NA,NA,1,1
917,400826,2015,1,NA,NA,NA,NA,NA,NA,1,1
918,400827,2017,1,NA,NA,NA,NA,NA,NA,1,1
919,400831,2017,1,NA,NA,NA,NA,NA,NA,1,1
920,400840,2011,1,NA,NA,1,1,NA,NA,NA,NA
924,400842,2013,1,NA,NA,NA,NA,NA,NA,1,1
926,400842,2017,1,NA,NA,NA,NA,NA,NA,1,1
927,400845,2017,1,NA,NA,NA,NA,NA,NA,1,1
928,400847,2013,1,NA,NA,NA,NA,NA,NA,1,1
929,400847,2015,1,NA,NA,NA,NA,NA,NA,1,1
930,400847,2017,1,NA,NA,NA,NA,NA,NA,1,1
931,400849,2017,1,NA,NA,NA,NA,NA,NA,1,1
932,400850,2013,1,NA,NA,NA,NA,NA,NA,1,1
933,400850,2015,1,NA,NA,NA,NA,NA,NA,1,1
934,400850,2017,1,NA,NA,NA,NA,NA,NA,1,1
935,400852,2011,1,NA,NA,1,1,NA,NA,1,1
936,400852,2013,1,NA,NA,NA,NA,NA,NA,1,1
937,400852,2015,1,NA,NA,NA,NA,NA,NA,1,1
938,400852,2017,1,NA,NA,NA,NA,NA,NA,1,1
939,400855,2013,1,NA,NA,NA,NA,NA,NA,1,1
940,400855,2015,1,NA,NA,NA,NA,NA,NA,1,1
941,400855,2017,1,NA,NA,NA,NA,NA,NA,1,1
942,400863,2017,1,NA,NA,NA,NA,NA,NA,1,1
943,400867,2015,1,NA,NA,NA,NA,NA,NA,1,1
944,400867,2017,1,NA,NA,NA,NA,NA,NA,1,1
945,400868,2017,1,NA,NA,NA,NA,NA,NA,1,1
946,400870,2011,1,NA,NA,1,1,NA,NA,NA,NA
949,400871,2013,1,NA,NA,NA,NA,NA,NA,1,1
950,400871,2015,1,NA,NA,NA,NA,NA,NA,1,1
951,400871,2017,1,NA,NA,NA,NA,NA,NA,1,1
952,400875,2017,1,NA,NA,NA,NA,NA,NA,1,1
953,400876,2015,1,NA,NA,NA,NA,NA,NA,1,1
954,400876,2017,1,NA,NA,NA,NA,NA,NA,1,1
955,400877,2015,1,NA,NA,NA,NA,NA,NA,1,1
956,400881,2017,1,NA,NA,NA,NA,NA,NA,1,1
957,400885,2015,1,NA,NA,NA,NA,NA,NA,1,1
958,400885,2017,1,NA,NA,NA,NA,NA,NA,1,1
959,400891,2015,1,NA,NA,NA,NA,NA,NA,1,1
960,400891,2017,1,NA,NA,NA,NA,NA,NA,1,1
961,400892,2013,1,NA,NA,NA,NA,NA,NA,1,1
963,400892,2017,1,NA,NA,NA,NA,NA,NA,1,1
964,400898,2017,1,NA,NA,NA,NA,NA,NA,1,1
965,400899,2013,1,NA,NA,NA,NA,NA,NA,1,1
967,400899,2017,1,NA,NA,NA,NA,NA,NA,1,1
968,400903,2015,1,NA,NA,NA,NA,NA,NA,1,1
969,400903,2017,1,NA,NA,NA,NA,NA,NA,1,1
970,400904,2013,1,NA,NA,NA,NA,NA,NA,1,1
971,400904,2015,1,NA,NA,NA,NA,NA,NA,1,1
972,400904,2017,1,NA,NA,NA,NA,NA,NA,1,1
973,400922,2017,1,NA,NA,NA,NA,NA,NA,1,1
974,400927,2015,1,NA,NA,NA,NA,NA,NA,1,1
975,400927,2017,1,NA,NA,NA,NA,NA,NA,1,1
976,400933,2015,1,NA,NA,NA,NA,NA,NA,1,1
977,400933,2017,1,NA,NA,NA,NA,NA,NA,1,1
978,400934,2015,1,NA,NA,NA,NA,NA,NA,1,1
979,400934,2017,1,NA,NA,NA,NA,NA,NA,1,1
980,400940,2015,1,NA,NA,NA,NA,NA,NA,1,1
981,400940,2017,1,NA,NA,NA,NA,NA,NA,1,1
982,400944,2017,2,NA,NA,NA,NA,NA,NA,2,1
983,400948,2017,1,NA,NA,NA,NA,NA,NA,1,1
984,400949,2017,1,NA,NA,NA,NA,NA,NA,1,1
985,400953,2017,1,NA,NA,NA,NA,NA,NA,1,1
986,400954,2017,1,NA,NA,NA,NA,NA,NA,1,1
989,400960,2015,7,NA,NA,NA,NA,2,0.285714285714286,NA,NA
999,401230,2011,1,NA,NA,1,1,NA,NA,NA,NA
1000,401260,2011,1,NA,NA,1,1,NA,NA,NA,NA
1012,401380,2011,6,NA,NA,6,1,NA,NA,NA,NA
1016,401650,2011,1,NA,NA,1,1,NA,NA,NA,NA
1040,402220,2011,1,NA,NA,1,1,NA,NA,NA,NA
1044,402250,2011,1,NA,NA,1,1,NA,NA,NA,NA
1049,402370,2013,2,NA,NA,NA,NA,NA,NA,1,0.5
1052,402430,2011,10,NA,NA,NA,NA,1,0.1,NA,NA
1065,402690,2013,19,NA,NA,NA,NA,NA,NA,4,0.210526315789474
1072,402920,2011,8,NA,NA,7,0.875,NA,NA,NA,NA
1075,402920,2017,9,NA,NA,NA,NA,1,0.111111111111111,NA,NA
1076,403080,2011,1,NA,NA,1,1,NA,NA,NA,NA
1080,403420,2011,11,NA,NA,11,1,NA,NA,NA,NA
1089,403780,2011,8,NA,NA,8,1,NA,NA,NA,NA
1090,403860,2011,1,1,1,1,1,NA,NA,NA,NA
1091,403860,2013,1,1,1,NA,NA,NA,NA,NA,NA
1092,403860,2015,1,1,1,NA,NA,NA,NA,NA,NA
1093,403860,2017,1,1,1,NA,NA,NA,NA,NA,NA
1094,403870,2011,1,NA,NA,1,1,NA,NA,NA,NA
1095,403870,2013,1,NA,NA,NA,NA,1,1,NA,NA
1098,403900,2011,1,NA,NA,1,1,NA,NA,NA,NA
1102,403960,2011,3,NA,NA,3,1,NA,NA,NA,NA
1114,404320,2011,5,NA,NA,5,1,3,0.6,NA,NA
1115,404320,2013,5,NA,NA,NA,NA,5,1,3,0.6
1116,404320,2015,5,NA,NA,NA,NA,5,1,NA,NA
1118,404380,2011,1,1,1,NA,NA,NA,NA,NA,NA
1119,404380,2013,1,1,1,NA,NA,NA,NA,NA,NA
1122,404440,2011,6,NA,NA,6,1,NA,NA,NA,NA
1134,404630,2011,1,1,1,NA,NA,NA,NA,NA,NA
1135,404630,2013,1,1,1,NA,NA,NA,NA,NA,NA
1139,404860,2011,1,NA,NA,1,1,NA,NA,NA,NA
1147,404970,2011,4,NA,NA,1,0.25,NA,NA,NA,NA
1150,404970,2017,3,2,0.666666666666667,NA,NA,NA,NA,NA,NA
1164,405430,2011,1,NA,NA,1,1,NA,NA,NA,NA
1172,405640,2011,1,NA,NA,1,1,NA,NA,NA,NA
1186,405880,2011,3,NA,NA,2,0.666666666666667,NA,NA,NA,NA
1189,405880,2017,2,NA,NA,NA,NA,NA,NA,2,1
1190,405930,2011,2,NA,NA,2,1,NA,NA,NA,NA
1209,406210,2011,14,2,0.142857142857143,14,1,NA,NA,NA,NA
1213,406250,2011,31,NA,NA,31,1,NA,NA,NA,NA
1214,406250,2013,32,NA,NA,NA,NA,1,0.03125,NA,NA
1215,406250,2015,34,NA,NA,NA,NA,4,0.117647058823529,NA,NA
1217,406300,2011,13,NA,NA,9,0.692307692307692,1,0.0769230769230769,NA,NA
1218,406300,2013,13,NA,NA,NA,NA,1,0.0769230769230769,NA,NA
1219,406300,2015,12,NA,NA,NA,NA,1,0.0833333333333333,NA,NA
1220,406300,2017,13,NA,NA,NA,NA,2,0.153846153846154,NA,NA
1228,406510,2017,1,NA,NA,NA,NA,NA,NA,1,1
1248,407080,2011,16,NA,NA,15,0.9375,NA,NA,NA,NA
1252,407170,2011,1,NA,NA,1,1,NA,NA,NA,NA
1253,407170,2013,2,NA,NA,NA,NA,NA,NA,1,0.5
1278,407630,2011,1,NA,NA,1,1,NA,NA,NA,NA
1295,407920,2011,1,NA,NA,1,1,NA,NA,NA,NA
1310,408310,2011,3,NA,NA,2,0.666666666666667,NA,NA,NA,NA
1322,408490,2011,3,NA,NA,3,1,NA,NA,NA,NA
1326,408550,2013,3,NA,NA,NA,NA,NA,NA,2,0.666666666666667
1335,408800,2011,7,NA,NA,1,0.142857142857143,3,0.428571428571429,NA,NA
1336,408800,2013,12,1,0.0833333333333333,NA,NA,3,0.25,NA,NA
1337,408800,2015,13,NA,NA,NA,NA,3,0.230769230769231,NA,NA
1338,408800,2017,15,NA,NA,NA,NA,3,0.2,NA,NA
1343,408850,2011,2,NA,NA,1,0.5,NA,NA,2,1
1344,408850,2013,2,NA,NA,NA,NA,NA,NA,2,1
1345,408850,2015,4,NA,NA,NA,NA,NA,NA,2,0.5
1351,409060,2011,6,NA,NA,5,0.833333333333333,NA,NA,NA,NA
1352,409060,2013,7,NA,NA,NA,NA,NA,NA,4,0.571428571428571
1367,409310,2011,1,NA,NA,1,1,NA,NA,NA,NA
1380,409733,2011,2,NA,NA,1,0.5,NA,NA,NA,NA
1388,500055,2011,1,NA,NA,NA,NA,NA,NA,1,1
1389,500055,2015,1,NA,NA,NA,NA,NA,NA,1,1
1390,500055,2017,1,NA,NA,NA,NA,NA,NA,1,1
1391,500061,2011,1,NA,NA,NA,NA,NA,NA,1,1
1392,500061,2013,1,NA,NA,NA,NA,NA,NA,1,1
1393,500061,2015,1,NA,NA,NA,NA,NA,NA,1,1
1394,500061,2017,1,NA,NA,NA,NA,NA,NA,1,1
1399,500399,2011,3,NA,NA,3,1,NA,NA,3,1
1400,500403,2013,1,NA,NA,NA,NA,NA,NA,1,1
1402,500409,2015,1,NA,NA,NA,NA,NA,NA,1,1
1403,500409,2017,1,NA,NA,NA,NA,NA,NA,1,1
1404,500415,2017,1,NA,NA,NA,NA,NA,NA,1,1
1405,500417,2017,1,NA,NA,NA,NA,NA,NA,1,1
1407,503750,2011,1,1,1,1,1,NA,NA,NA,NA
1413,507890,2011,1,1,1,NA,NA,NA,NA,NA,NA
1414,507890,2013,1,1,1,NA,NA,NA,NA,NA,NA
1415,507890,2015,1,1,1,NA,NA,NA,NA,NA,NA
1420,513410,2017,1,1,1,NA,NA,NA,NA,NA,NA
1422,600001,2017,6,NA,NA,NA,NA,NA,NA,6,1
1423,600003,2011,1,NA,NA,1,1,NA,NA,NA,NA
1432,600009,2017,3,NA,NA,NA,NA,NA,NA,2,0.666666666666667
1433,600011,2011,1,NA,NA,1,1,NA,NA,1,1
1434,600011,2013,1,NA,NA,NA,NA,NA,NA,1,1
1435,600011,2015,1,NA,NA,NA,NA,NA,NA,1,1
1436,600011,2017,1,NA,NA,NA,NA,NA,NA,1,1
1437,600012,2011,2,NA,NA,1,0.5,NA,NA,NA,NA
1441,600013,2011,2,1,0.5,1,0.5,NA,NA,1,0.5
1442,600013,2013,2,NA,NA,NA,NA,NA,NA,2,1
1443,600013,2015,1,NA,NA,NA,NA,NA,NA,1,1
1444,600013,2017,1,NA,NA,NA,NA,NA,NA,1,1
1445,600014,2011,4,NA,NA,1,0.25,NA,NA,2,0.5
1446,600014,2013,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
1447,600014,2015,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
1448,600014,2017,2,NA,NA,NA,NA,NA,NA,1,0.5
1449,600015,2011,1,NA,NA,NA,NA,NA,NA,1,1
1450,600015,2013,1,NA,NA,NA,NA,NA,NA,1,1
1451,600015,2017,1,NA,NA,NA,NA,NA,NA,1,1
1453,600017,2011,6,1,0.166666666666667,NA,NA,NA,NA,NA,NA
1454,600017,2013,8,1,0.125,NA,NA,NA,NA,1,0.125
1456,600017,2017,7,NA,NA,NA,NA,NA,NA,1,0.142857142857143
1457,600018,2011,2,NA,NA,NA,NA,1,0.5,NA,NA
1465,600027,2011,3,NA,NA,2,0.666666666666667,NA,NA,1,0.333333333333333
1466,600027,2013,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
1468,600027,2017,4,NA,NA,NA,NA,NA,NA,1,0.25
1469,600028,2011,3,NA,NA,2,0.666666666666667,NA,NA,3,1
1470,600028,2013,2,NA,NA,NA,NA,NA,NA,2,1
1471,600028,2015,1,NA,NA,NA,NA,NA,NA,1,1
1472,600028,2017,2,NA,NA,NA,NA,NA,NA,2,1
1474,600029,2013,1,1,1,NA,NA,NA,NA,NA,NA
1477,600031,2011,2,NA,NA,NA,NA,NA,NA,1,0.5
1478,600031,2015,2,NA,NA,NA,NA,NA,NA,1,0.5
1479,600031,2017,1,NA,NA,NA,NA,NA,NA,1,1
1480,600034,2011,2,NA,NA,1,0.5,1,0.5,2,1
1481,600034,2013,2,NA,NA,NA,NA,NA,NA,2,1
1482,600034,2015,2,NA,NA,NA,NA,NA,NA,1,0.5
1483,600034,2017,2,NA,NA,NA,NA,NA,NA,1,0.5
1484,600036,2011,2,NA,NA,NA,NA,NA,NA,1,0.5
1485,600036,2013,2,NA,NA,NA,NA,NA,NA,1,0.5
1486,600036,2015,2,NA,NA,NA,NA,NA,NA,1,0.5
1487,600036,2017,3,NA,NA,NA,NA,NA,NA,2,0.666666666666667
1492,600038,2011,2,NA,NA,NA,NA,NA,NA,1,0.5
1493,600038,2013,2,NA,NA,NA,NA,NA,NA,1,0.5
1494,600038,2015,2,NA,NA,NA,NA,NA,NA,1,0.5
1495,600038,2017,2,NA,NA,NA,NA,NA,NA,1,0.5
1498,600042,2015,1,NA,NA,NA,NA,NA,NA,1,1
1499,600042,2017,2,1,0.5,NA,NA,NA,NA,2,1
1501,600047,2013,4,NA,NA,NA,NA,1,0.25,NA,NA
1502,600047,2015,4,NA,NA,NA,NA,1,0.25,NA,NA
1504,600048,2013,1,1,1,NA,NA,NA,NA,NA,NA
1507,600052,2017,1,NA,NA,NA,NA,NA,NA,1,1
1508,600061,2011,1,NA,NA,NA,NA,NA,NA,1,1
1509,600061,2013,1,NA,NA,NA,NA,NA,NA,1,1
1510,600061,2015,1,NA,NA,NA,NA,NA,NA,1,1
1511,600061,2017,1,NA,NA,NA,NA,NA,NA,1,1
1512,600063,2011,1,NA,NA,NA,NA,NA,NA,1,1
1513,600063,2013,1,NA,NA,NA,NA,NA,NA,1,1
1514,600063,2015,1,NA,NA,NA,NA,NA,NA,1,1
1515,600063,2017,1,NA,NA,NA,NA,NA,NA,1,1
1522,600068,2011,2,1,0.5,NA,NA,NA,NA,NA,NA
1523,600068,2017,1,1,1,NA,NA,NA,NA,NA,NA
1524,600069,2011,2,1,0.5,2,1,NA,NA,NA,NA
1525,600069,2013,2,1,0.5,NA,NA,NA,NA,NA,NA
1528,600071,2011,1,NA,NA,NA,NA,NA,NA,1,1
1529,600071,2013,1,NA,NA,NA,NA,NA,NA,1,1
1530,600071,2015,1,NA,NA,NA,NA,NA,NA,1,1
1531,600071,2017,1,NA,NA,NA,NA,NA,NA,1,1
1532,600116,2011,1,1,1,NA,NA,NA,NA,NA,NA
1533,600116,2013,3,1,0.333333333333333,NA,NA,NA,NA,NA,NA
1534,600116,2015,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
1535,600116,2017,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
1536,600151,2011,1,NA,NA,NA,NA,NA,NA,1,1
1537,600151,2013,1,NA,NA,NA,NA,NA,NA,1,1
1542,600158,2011,1,1,1,NA,NA,NA,NA,1,1
1543,600158,2013,1,NA,NA,NA,NA,NA,NA,1,1
1544,600158,2015,1,NA,NA,NA,NA,NA,NA,1,1
1545,600158,2017,1,NA,NA,NA,NA,NA,NA,1,1
1546,600160,2011,4,1,0.25,1,0.25,NA,NA,1,0.25
1547,600160,2013,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
1548,600160,2015,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
1549,600160,2017,4,1,0.25,NA,NA,NA,NA,1,0.25
1550,601323,2017,1,NA,NA,NA,NA,NA,NA,1,1
1551,601331,2011,1,NA,NA,1,1,NA,NA,NA,NA
1555,601332,2011,14,NA,NA,NA,NA,NA,NA,5,0.357142857142857
1556,601332,2013,13,NA,NA,NA,NA,NA,NA,6,0.461538461538462
1557,601332,2015,9,NA,NA,NA,NA,NA,NA,2,0.222222222222222
1558,601332,2017,13,NA,NA,NA,NA,NA,NA,6,0.461538461538462
1559,601339,2011,2,1,0.5,NA,NA,NA,NA,NA,NA
1563,601340,2011,1,NA,NA,NA,NA,NA,NA,1,1
1564,601340,2013,1,NA,NA,NA,NA,NA,NA,1,1
1565,601407,2011,1,NA,NA,NA,NA,NA,NA,1,1
1566,601407,2013,1,NA,NA,NA,NA,NA,NA,1,1
1567,601408,2011,1,NA,NA,NA,NA,NA,NA,1,1
1568,601408,2013,1,NA,NA,NA,NA,NA,NA,1,1
1572,601414,2013,2,NA,NA,NA,NA,NA,NA,1,0.5
1573,601414,2015,2,NA,NA,NA,NA,NA,NA,1,0.5
1574,601415,2013,2,NA,NA,NA,NA,NA,NA,1,0.5
1576,601415,2017,2,NA,NA,NA,NA,NA,NA,1,0.5
1577,601420,2015,1,NA,NA,NA,NA,NA,NA,1,1
1578,601420,2017,1,NA,NA,NA,NA,NA,NA,1,1
1579,601425,2017,1,NA,NA,NA,NA,NA,NA,1,1
1580,601426,2015,1,NA,NA,NA,NA,NA,NA,1,1
1583,601428,2017,1,NA,NA,NA,NA,NA,NA,1,1
1584,601429,2015,1,NA,NA,NA,NA,NA,NA,1,1
1585,601429,2017,1,NA,NA,NA,NA,NA,NA,1,1
1586,601430,2017,1,NA,NA,NA,NA,NA,NA,1,1
1587,601434,2015,1,NA,NA,NA,NA,NA,NA,1,1
1588,601434,2017,1,NA,NA,NA,NA,NA,NA,1,1
1589,601436,2015,1,NA,NA,NA,NA,NA,NA,1,1
1590,601436,2017,1,NA,NA,NA,NA,NA,NA,1,1
1591,601446,2017,1,NA,NA,NA,NA,NA,NA,1,1
1592,601680,2011,1,NA,NA,1,1,NA,NA,1,1
1593,601680,2013,1,NA,NA,NA,NA,NA,NA,1,1
1594,601680,2015,1,NA,NA,NA,NA,NA,NA,1,1
1595,601680,2017,1,NA,NA,NA,NA,NA,NA,1,1
1596,601710,2011,4,1,0.25,3,0.75,1,0.25,1,0.25
1597,601710,2013,7,1,0.142857142857143,NA,NA,NA,NA,3,0.428571428571429
1598,601710,2015,6,NA,NA,NA,NA,1,0.166666666666667,2,0.333333333333333
1599,601710,2017,3,NA,NA,NA,NA,1,0.333333333333333,1,0.333333333333333
1600,601770,2011,1,NA,NA,NA,NA,NA,NA,1,1
1601,601770,2013,1,NA,NA,NA,NA,NA,NA,1,1
