"X","leaid","year","total_schools.x","count_alt_school_schools","percent_alt","count_tracking_schools","percent_tracking","count_magnet_schools","percent_magnet","count_charter_schools","percent_charter"
10000,3302580,2011,1,NA,NA,1,1,NA,NA,NA,NA
10004,3302910,2011,1,NA,NA,1,1,NA,NA,NA,NA
10014,3303210,2011,1,NA,NA,1,1,NA,NA,NA,NA
10018,3303286,2013,1,NA,NA,NA,NA,NA,NA,1,1
10019,3303286,2015,1,NA,NA,NA,NA,NA,NA,1,1
10020,3303286,2017,1,NA,NA,NA,NA,NA,NA,1,1
10021,3303299,2017,1,NA,NA,NA,NA,NA,NA,1,1
10026,3303420,2011,1,NA,NA,1,1,NA,NA,NA,NA
10034,3303690,2011,1,NA,NA,1,1,NA,NA,NA,NA
10038,3303810,2011,1,NA,NA,1,1,NA,NA,NA,NA
10042,3304500,2011,1,NA,NA,1,1,NA,NA,NA,NA
10058,3305430,2011,1,NA,NA,1,1,NA,NA,NA,NA
10062,3305460,2011,1,NA,NA,1,1,NA,NA,NA,NA
10074,3305760,2011,1,NA,NA,1,1,NA,NA,NA,NA
10090,3306360,2011,1,NA,NA,1,1,NA,NA,NA,NA
10094,3306420,2011,1,NA,NA,1,1,NA,NA,NA,NA
10102,3306600,2011,1,NA,NA,1,1,NA,NA,NA,NA
10113,3306780,2011,1,NA,NA,1,1,NA,NA,NA,NA
10130,3307050,2011,3,1,0.333333333333333,2,0.666666666666667,NA,NA,NA,NA
10144,3400015,2011,1,NA,NA,1,1,NA,NA,1,1
10145,3400015,2013,1,NA,NA,NA,NA,NA,NA,1,1
10146,3400015,2015,1,NA,NA,NA,NA,NA,NA,1,1
10147,3400015,2017,1,NA,NA,NA,NA,NA,NA,1,1
10148,3400022,2011,1,NA,NA,NA,NA,NA,NA,1,1
10149,3400022,2013,1,NA,NA,NA,NA,NA,NA,1,1
10150,3400022,2015,1,NA,NA,NA,NA,1,1,1,1
10151,3400022,2017,1,NA,NA,NA,NA,NA,NA,1,1
10152,3400024,2011,1,NA,NA,1,1,NA,NA,1,1
10153,3400024,2013,1,NA,NA,NA,NA,NA,NA,1,1
10154,3400024,2015,1,NA,NA,NA,NA,NA,NA,1,1
10155,3400024,2017,1,NA,NA,NA,NA,NA,NA,1,1
10156,3400025,2011,1,NA,NA,1,1,NA,NA,1,1
10157,3400025,2013,1,NA,NA,NA,NA,NA,NA,1,1
10158,3400025,2015,1,NA,NA,NA,NA,NA,NA,1,1
10159,3400025,2017,1,NA,NA,NA,NA,NA,NA,1,1
10160,3400026,2011,1,NA,NA,NA,NA,NA,NA,1,1
10161,3400026,2013,1,NA,NA,NA,NA,NA,NA,1,1
10162,3400026,2015,1,NA,NA,NA,NA,NA,NA,1,1
10163,3400026,2017,1,NA,NA,NA,NA,NA,NA,1,1
10164,3400028,2011,1,NA,NA,1,1,NA,NA,1,1
10165,3400029,2011,1,NA,NA,NA,NA,NA,NA,1,1
10166,3400029,2013,1,NA,NA,NA,NA,NA,NA,1,1
10167,3400029,2015,1,NA,NA,NA,NA,NA,NA,1,1
10168,3400029,2017,1,NA,NA,NA,NA,NA,NA,1,1
10169,3400032,2013,1,NA,NA,NA,NA,NA,NA,1,1
10170,3400032,2015,1,NA,NA,NA,NA,NA,NA,1,1
10171,3400032,2017,1,NA,NA,NA,NA,NA,NA,1,1
10172,3400033,2011,1,NA,NA,NA,NA,NA,NA,1,1
10173,3400033,2013,1,NA,NA,NA,NA,NA,NA,1,1
10174,3400033,2015,1,NA,NA,NA,NA,NA,NA,1,1
10175,3400033,2017,1,NA,NA,NA,NA,NA,NA,1,1
10176,3400034,2011,1,NA,NA,NA,NA,NA,NA,1,1
10177,3400034,2013,1,NA,NA,NA,NA,NA,NA,1,1
10178,3400034,2015,1,NA,NA,NA,NA,NA,NA,1,1
10179,3400034,2017,1,NA,NA,NA,NA,NA,NA,1,1
10180,3400035,2011,1,NA,NA,NA,NA,NA,NA,1,1
10181,3400035,2013,1,NA,NA,NA,NA,NA,NA,1,1
10183,3400035,2017,1,NA,NA,NA,NA,NA,NA,1,1
10184,3400036,2011,1,NA,NA,1,1,NA,NA,1,1
10185,3400036,2013,1,NA,NA,NA,NA,NA,NA,1,1
10186,3400036,2015,1,NA,NA,NA,NA,NA,NA,1,1
10187,3400036,2017,1,NA,NA,NA,NA,NA,NA,1,1
10188,3400043,2011,1,NA,NA,1,1,NA,NA,1,1
10189,3400043,2013,1,NA,NA,NA,NA,NA,NA,1,1
10190,3400043,2015,1,NA,NA,NA,NA,NA,NA,1,1
10191,3400043,2017,1,NA,NA,NA,NA,NA,NA,1,1
10192,3400046,2011,1,NA,NA,NA,NA,NA,NA,1,1
10193,3400046,2013,1,NA,NA,NA,NA,NA,NA,1,1
10194,3400046,2015,1,NA,NA,NA,NA,NA,NA,1,1
10195,3400046,2017,1,NA,NA,NA,NA,NA,NA,1,1
10196,3400047,2011,1,NA,NA,1,1,NA,NA,1,1
10197,3400047,2013,1,NA,NA,NA,NA,NA,NA,1,1
10198,3400047,2015,1,NA,NA,NA,NA,NA,NA,1,1
10199,3400047,2017,1,NA,NA,NA,NA,NA,NA,1,1
10200,3400049,2011,1,NA,NA,1,1,NA,NA,1,1
10201,3400049,2013,1,NA,NA,NA,NA,NA,NA,1,1
10202,3400049,2015,1,NA,NA,NA,NA,NA,NA,1,1
10203,3400049,2017,1,NA,NA,NA,NA,NA,NA,1,1
10204,3400051,2011,1,NA,NA,1,1,NA,NA,1,1
10205,3400051,2013,1,NA,NA,NA,NA,NA,NA,1,1
10206,3400051,2015,1,NA,NA,NA,NA,NA,NA,1,1
10207,3400051,2017,1,NA,NA,NA,NA,NA,NA,1,1
10208,3400059,2011,1,NA,NA,1,1,NA,NA,1,1
10209,3400059,2013,1,NA,NA,NA,NA,NA,NA,1,1
10210,3400061,2011,1,NA,NA,NA,NA,NA,NA,1,1
10211,3400061,2013,1,NA,NA,NA,NA,NA,NA,1,1
10212,3400061,2015,1,NA,NA,NA,NA,NA,NA,1,1
10213,3400061,2017,1,NA,NA,NA,NA,NA,NA,1,1
10214,3400064,2011,1,NA,NA,NA,NA,1,1,1,1
10215,3400064,2013,1,NA,NA,NA,NA,NA,NA,1,1
10216,3400064,2015,1,NA,NA,NA,NA,NA,NA,1,1
10217,3400064,2017,1,NA,NA,NA,NA,NA,NA,1,1
10218,3400069,2011,1,1,1,NA,NA,NA,NA,NA,NA
10220,3400070,2013,1,NA,NA,NA,NA,NA,NA,1,1
10221,3400070,2015,1,NA,NA,NA,NA,NA,NA,1,1
10222,3400070,2017,1,NA,NA,NA,NA,NA,NA,1,1
10223,3400075,2011,1,NA,NA,NA,NA,NA,NA,1,1
10224,3400076,2011,1,NA,NA,NA,NA,NA,NA,1,1
10225,3400076,2013,1,NA,NA,NA,NA,NA,NA,1,1
10226,3400076,2015,1,NA,NA,NA,NA,NA,NA,1,1
10227,3400076,2017,1,NA,NA,NA,NA,NA,NA,1,1
10228,3400077,2011,1,NA,NA,NA,NA,NA,NA,1,1
10229,3400077,2013,1,NA,NA,NA,NA,NA,NA,1,1
10230,3400077,2015,1,NA,NA,NA,NA,NA,NA,1,1
10231,3400078,2011,1,NA,NA,NA,NA,NA,NA,1,1
10232,3400078,2013,1,NA,NA,NA,NA,NA,NA,1,1
10233,3400078,2015,1,NA,NA,NA,NA,NA,NA,1,1
10234,3400078,2017,1,NA,NA,NA,NA,NA,NA,1,1
10235,3400080,2015,1,NA,NA,NA,NA,NA,NA,1,1
10236,3400080,2017,1,NA,NA,NA,NA,NA,NA,1,1
10237,3400081,2011,1,NA,NA,1,1,NA,NA,1,1
10238,3400082,2011,1,NA,NA,1,1,NA,NA,1,1
10239,3400082,2013,1,NA,NA,NA,NA,NA,NA,1,1
10240,3400082,2015,1,NA,NA,NA,NA,NA,NA,1,1
10241,3400082,2017,1,NA,NA,NA,NA,NA,NA,1,1
10242,3400083,2011,1,NA,NA,1,1,NA,NA,1,1
10243,3400083,2013,1,NA,NA,NA,NA,NA,NA,1,1
10244,3400083,2015,1,NA,NA,NA,NA,NA,NA,1,1
10245,3400083,2017,1,NA,NA,NA,NA,NA,NA,1,1
10246,3400084,2015,1,NA,NA,NA,NA,NA,NA,1,1
10247,3400084,2017,1,NA,NA,NA,NA,NA,NA,1,1
10249,3400085,2013,8,3,0.375,NA,NA,NA,NA,NA,NA
10252,3400087,2011,1,NA,NA,NA,NA,NA,NA,1,1
10253,3400087,2015,1,NA,NA,NA,NA,NA,NA,1,1
10254,3400087,2017,1,NA,NA,NA,NA,NA,NA,1,1
10255,3400715,2013,1,NA,NA,NA,NA,NA,NA,1,1
10256,3400717,2015,1,NA,NA,NA,NA,NA,NA,1,1
10257,3400717,2017,1,NA,NA,NA,NA,NA,NA,1,1
10258,3400718,2015,1,NA,NA,NA,NA,NA,NA,1,1
10259,3400718,2017,1,NA,NA,NA,NA,NA,NA,1,1
10264,3400727,2017,1,NA,NA,NA,NA,NA,NA,1,1
10265,3400729,2015,1,NA,NA,NA,NA,NA,NA,1,1
10266,3400729,2017,1,NA,NA,NA,NA,NA,NA,1,1
10267,3400734,2017,2,NA,NA,NA,NA,NA,NA,2,1
10268,3400735,2017,1,NA,NA,NA,NA,NA,NA,1,1
10269,3400737,2011,1,NA,NA,1,1,NA,NA,1,1
10270,3400746,2017,1,NA,NA,NA,NA,NA,NA,1,1
10271,3400748,2013,1,NA,NA,NA,NA,NA,NA,1,1
10272,3400748,2015,1,NA,NA,NA,NA,NA,NA,1,1
10273,3400748,2017,1,NA,NA,NA,NA,NA,NA,1,1
10274,3400749,2017,1,NA,NA,NA,NA,NA,NA,1,1
10275,3400751,2017,1,NA,NA,NA,NA,NA,NA,1,1
10276,3400756,2013,1,NA,NA,NA,NA,NA,NA,1,1
10277,3400756,2015,1,NA,NA,NA,NA,NA,NA,1,1
10278,3400756,2017,1,NA,NA,NA,NA,NA,NA,1,1
10279,3400764,2013,1,NA,NA,NA,NA,NA,NA,1,1
10280,3400764,2015,1,NA,NA,NA,NA,NA,NA,1,1
10281,3400764,2017,1,NA,NA,NA,NA,NA,NA,1,1
10282,3400765,2013,1,NA,NA,NA,NA,NA,NA,1,1
10287,3400779,2017,1,NA,NA,NA,NA,NA,NA,1,1
10288,3400785,2017,1,NA,NA,NA,NA,NA,NA,1,1
10289,3400810,2011,1,NA,NA,1,1,NA,NA,NA,NA
10293,3400840,2011,1,NA,NA,1,1,NA,NA,NA,NA
10296,3400870,2011,1,NA,NA,1,1,NA,NA,NA,NA
10300,3400960,2011,4,NA,NA,2,0.5,NA,NA,NA,NA
10304,3401140,2011,1,NA,NA,1,1,NA,NA,NA,NA
10308,3401230,2011,1,NA,NA,1,1,NA,NA,NA,NA
10312,3401260,2011,11,NA,NA,11,1,NA,NA,NA,NA
10313,3401260,2013,11,NA,NA,NA,NA,1,0.0909090909090909,NA,NA
10314,3401260,2015,11,NA,NA,NA,NA,1,0.0909090909090909,NA,NA
10316,3401320,2011,1,NA,NA,1,1,NA,NA,NA,NA
10320,3401410,2011,1,NA,NA,1,1,NA,NA,NA,NA
10346,3402130,2011,1,NA,NA,1,1,NA,NA,NA,NA
10350,3402250,2011,6,NA,NA,2,0.333333333333333,NA,NA,NA,NA
10354,3402310,2011,1,NA,NA,1,1,NA,NA,NA,NA
10366,3402610,2011,1,NA,NA,1,1,NA,NA,NA,NA
10370,3402640,2011,9,NA,NA,5,0.555555555555556,NA,NA,NA,NA
10373,3402640,2017,10,NA,NA,NA,NA,2,0.2,NA,NA
10376,3402790,2011,1,NA,NA,1,1,NA,NA,NA,NA
10380,3403240,2011,1,NA,NA,1,1,NA,NA,NA,NA
10384,3403270,2011,1,NA,NA,1,1,NA,NA,NA,NA
10388,3403330,2011,1,NA,NA,1,1,NA,NA,NA,NA
10392,3403540,2011,1,NA,NA,1,1,NA,NA,NA,NA
10408,3403720,2011,1,NA,NA,1,1,NA,NA,NA,NA
10418,3403990,2011,2,NA,NA,2,1,NA,NA,NA,NA
10422,3404080,2011,1,NA,NA,1,1,NA,NA,NA,NA
10430,3404230,2011,1,NA,NA,1,1,NA,NA,NA,NA
10431,3404230,2013,2,NA,NA,NA,NA,1,0.5,NA,NA
10433,3404230,2017,1,NA,NA,NA,NA,1,1,NA,NA
10438,3404590,2011,24,NA,NA,NA,NA,4,0.166666666666667,NA,NA
10439,3404590,2013,25,NA,NA,NA,NA,7,0.28,NA,NA
10440,3404590,2015,26,NA,NA,NA,NA,9,0.346153846153846,NA,NA
10441,3404590,2017,26,NA,NA,NA,NA,6,0.230769230769231,NA,NA
10450,3404860,2011,1,NA,NA,1,1,NA,NA,NA,NA
10454,3405040,2011,1,NA,NA,1,1,NA,NA,NA,NA
10458,3405130,2011,1,NA,NA,1,1,NA,NA,NA,NA
10466,3405340,2011,1,NA,NA,1,1,NA,NA,NA,NA
10474,3405460,2011,1,NA,NA,1,1,NA,NA,NA,NA
10482,3405790,2011,1,NA,NA,1,1,NA,NA,NA,NA
10486,3405850,2011,1,NA,NA,1,1,NA,NA,NA,NA
10490,3406090,2011,1,NA,NA,1,1,NA,NA,NA,NA
10494,3406150,2011,1,NA,NA,1,1,NA,NA,NA,NA
10502,3406420,2011,1,NA,NA,1,1,NA,NA,NA,NA
10518,3406720,2011,1,NA,NA,1,1,NA,NA,NA,NA
10522,3406810,2011,1,NA,NA,1,1,NA,NA,NA,NA
10526,3406840,2011,1,NA,NA,1,1,NA,NA,NA,NA
10530,3406960,2011,1,NA,NA,1,1,NA,NA,NA,NA
10534,3407320,2011,1,NA,NA,1,1,NA,NA,NA,NA
10538,3407380,2011,1,NA,NA,1,1,NA,NA,NA,NA
10550,3407830,2011,12,NA,NA,9,0.75,2,0.166666666666667,NA,NA
10554,3407890,2011,4,NA,NA,4,1,NA,NA,NA,NA
10564,3408130,2011,1,NA,NA,1,1,NA,NA,NA,NA
10568,3408160,2011,1,NA,NA,1,1,NA,NA,NA,NA
10571,3408310,2011,1,NA,NA,1,1,NA,NA,NA,NA
10585,3408880,2011,1,NA,NA,1,1,NA,NA,NA,NA
10591,3409300,2011,1,NA,NA,1,1,NA,NA,NA,NA
10595,3409420,2011,1,NA,NA,1,1,NA,NA,NA,NA
10602,3409480,2011,1,NA,NA,1,1,NA,NA,NA,NA
10606,3409780,2011,1,NA,NA,1,1,NA,NA,NA,NA
10614,3409960,2011,1,NA,NA,1,1,NA,NA,NA,NA
10618,3410170,2011,1,NA,NA,1,1,NA,NA,NA,NA
10629,3410770,2011,1,NA,NA,1,1,NA,NA,NA,NA
10633,3410860,2011,1,NA,NA,1,1,NA,NA,NA,NA
10641,3411130,2011,1,NA,NA,1,1,NA,NA,NA,NA
10645,3411190,2011,1,NA,NA,1,1,NA,NA,NA,NA
10653,3411250,2011,1,NA,NA,1,1,NA,NA,NA,NA
10664,3411670,2011,1,NA,NA,1,1,NA,NA,NA,NA
10673,3411850,2011,1,NA,NA,1,1,NA,NA,NA,NA
10677,3411940,2011,1,NA,NA,1,1,NA,NA,NA,NA
10685,3412210,2011,1,NA,NA,1,1,NA,NA,NA,NA
10690,3412300,2011,1,NA,NA,1,1,NA,NA,NA,NA
10694,3412540,2015,1,NA,NA,NA,NA,1,1,NA,NA
10695,3412540,2017,1,NA,NA,NA,NA,1,1,NA,NA
10696,3412690,2011,23,NA,NA,4,0.173913043478261,NA,NA,NA,NA
10700,3413140,2011,2,NA,NA,1,0.5,NA,NA,NA,NA
10704,3413260,2011,1,NA,NA,1,1,NA,NA,NA,NA
10708,3413320,2011,1,NA,NA,1,1,NA,NA,NA,NA
10716,3413470,2011,1,NA,NA,1,1,NA,NA,NA,NA
10724,3413770,2011,1,NA,NA,1,1,1,1,NA,NA
10725,3413770,2013,1,NA,NA,NA,NA,1,1,NA,NA
10726,3413770,2015,1,NA,NA,NA,NA,1,1,NA,NA
10727,3413770,2017,1,NA,NA,NA,NA,1,1,NA,NA
10728,3413980,2011,1,NA,NA,1,1,NA,NA,NA,NA
10736,3414070,2011,1,NA,NA,1,1,NA,NA,NA,NA
10740,3414550,2011,1,NA,NA,1,1,NA,NA,NA,NA
10744,3414580,2011,1,NA,NA,1,1,NA,NA,NA,NA
10745,3414730,2011,1,NA,NA,1,1,NA,NA,NA,NA
10750,3414970,2011,1,NA,NA,1,1,NA,NA,NA,NA
10754,3415000,2011,1,NA,NA,1,1,NA,NA,NA,NA
10766,3415240,2011,1,NA,NA,1,1,NA,NA,NA,NA
10770,3415570,2011,1,NA,NA,1,1,NA,NA,NA,NA
10774,3415600,2011,1,NA,NA,1,1,NA,NA,NA,NA
10782,3415840,2011,1,NA,NA,1,1,NA,NA,NA,NA
10786,3416260,2011,1,NA,NA,1,1,NA,NA,NA,NA
10790,3416290,2011,7,NA,NA,6,0.857142857142857,NA,NA,NA,NA
10791,3416350,2011,1,NA,NA,1,1,NA,NA,NA,NA
10795,3416380,2011,1,NA,NA,NA,NA,1,1,NA,NA
10797,3416380,2015,1,NA,NA,NA,NA,1,1,NA,NA
10799,3416590,2011,1,NA,NA,1,1,NA,NA,NA,NA
10823,3418090,2011,1,NA,NA,1,1,NA,NA,NA,NA
10831,3418270,2011,1,NA,NA,1,1,NA,NA,NA,NA
10837,3480200,2011,2,NA,NA,2,1,NA,NA,NA,NA
10841,3480280,2011,1,1,1,NA,NA,NA,NA,NA,NA
10842,3480280,2015,1,1,1,NA,NA,NA,NA,NA,NA
10843,3480280,2017,1,1,1,NA,NA,NA,NA,NA,NA
10844,3480300,2011,1,1,1,1,1,NA,NA,NA,NA
10845,3480300,2013,1,1,1,NA,NA,NA,NA,NA,NA
10846,3480300,2015,1,1,1,NA,NA,NA,NA,NA,NA
10851,3480360,2011,1,1,1,1,1,NA,NA,NA,NA
10852,3480360,2013,1,1,1,NA,NA,NA,NA,NA,NA
10853,3480360,2015,1,1,1,NA,NA,NA,NA,NA,NA
10854,3480361,2011,2,1,0.5,2,1,NA,NA,NA,NA
10861,3480363,2013,1,1,1,NA,NA,NA,NA,NA,NA
10864,3500013,2011,1,NA,NA,1,1,NA,NA,NA,NA
10866,3500014,2011,1,NA,NA,1,1,NA,NA,NA,NA
10870,3500060,2011,5,1,0.2,2,0.4,NA,NA,4,0.8
10871,3500060,2013,6,2,0.333333333333333,NA,NA,NA,NA,3,0.5
10872,3500060,2015,1,NA,NA,NA,NA,NA,NA,1,1
10873,3500060,2017,8,1,0.125,NA,NA,1,0.125,6,0.75
10874,3500106,2011,1,NA,NA,NA,NA,NA,NA,1,1
10875,3500106,2013,1,NA,NA,NA,NA,NA,NA,1,1
10876,3500106,2015,1,NA,NA,NA,NA,NA,NA,1,1
10877,3500106,2017,1,NA,NA,NA,NA,NA,NA,1,1
10878,3500113,2015,1,NA,NA,NA,NA,NA,NA,1,1
10879,3500115,2013,1,NA,NA,NA,NA,NA,NA,1,1
10880,3500115,2015,1,NA,NA,NA,NA,NA,NA,1,1
10882,3500122,2013,1,NA,NA,NA,NA,NA,NA,1,1
10883,3500122,2015,1,NA,NA,NA,NA,NA,NA,1,1
10884,3500122,2017,1,NA,NA,NA,NA,1,1,1,1
10885,3500123,2013,1,NA,NA,NA,NA,NA,NA,1,1
10886,3500123,2015,1,NA,NA,NA,NA,NA,NA,1,1
10887,3500123,2017,1,1,1,NA,NA,NA,NA,1,1
10888,3500127,2013,1,NA,NA,NA,NA,NA,NA,1,1
10889,3500127,2015,1,NA,NA,NA,NA,NA,NA,1,1
10890,3500127,2017,1,NA,NA,NA,NA,NA,NA,1,1
10891,3500134,2011,1,NA,NA,1,1,NA,NA,1,1
10892,3500134,2013,1,NA,NA,NA,NA,NA,NA,1,1
10893,3500134,2015,1,NA,NA,NA,NA,NA,NA,1,1
10894,3500134,2017,1,NA,NA,NA,NA,NA,NA,1,1
10895,3500135,2011,1,NA,NA,NA,NA,NA,NA,1,1
10896,3500135,2013,1,NA,NA,NA,NA,NA,NA,1,1
10897,3500135,2015,1,NA,NA,NA,NA,NA,NA,1,1
10898,3500135,2017,1,NA,NA,NA,NA,NA,NA,1,1
10899,3500141,2013,1,NA,NA,NA,NA,NA,NA,1,1
10900,3500141,2015,1,NA,NA,NA,NA,NA,NA,1,1
10901,3500141,2017,1,NA,NA,NA,NA,NA,NA,1,1
10902,3500143,2013,1,NA,NA,NA,NA,NA,NA,1,1
10903,3500143,2015,1,NA,NA,NA,NA,NA,NA,1,1
10904,3500143,2017,1,NA,NA,NA,NA,NA,NA,1,1
10905,3500146,2011,1,NA,NA,NA,NA,NA,NA,1,1
10906,3500148,2017,1,NA,NA,NA,NA,NA,NA,1,1
10907,3500150,2011,1,NA,NA,1,1,NA,NA,1,1
10908,3500150,2013,1,NA,NA,NA,NA,NA,NA,1,1
10909,3500150,2015,1,NA,NA,NA,NA,NA,NA,1,1
10910,3500150,2017,1,NA,NA,NA,NA,NA,NA,1,1
10911,3500152,2013,1,NA,NA,NA,NA,NA,NA,1,1
10912,3500152,2015,1,NA,NA,NA,NA,NA,NA,1,1
10913,3500152,2017,1,NA,NA,NA,NA,NA,NA,1,1
10914,3500153,2013,1,NA,NA,NA,NA,NA,NA,1,1
10915,3500153,2015,1,NA,NA,NA,NA,NA,NA,1,1
10916,3500153,2017,1,NA,NA,NA,NA,NA,NA,1,1
10917,3500155,2015,1,NA,NA,NA,NA,NA,NA,1,1
10918,3500157,2013,1,NA,NA,NA,NA,NA,NA,1,1
10919,3500157,2015,1,NA,NA,NA,NA,NA,NA,1,1
10920,3500160,2013,1,NA,NA,NA,NA,NA,NA,1,1
10921,3500163,2017,1,NA,NA,NA,NA,NA,NA,1,1
10922,3500176,2017,1,NA,NA,NA,NA,NA,NA,1,1
10927,3500300,2011,1,NA,NA,NA,NA,NA,NA,1,1
10928,3500300,2013,1,NA,NA,NA,NA,NA,NA,1,1
10929,3500300,2015,1,NA,NA,NA,NA,NA,NA,1,1
10930,3500300,2017,2,NA,NA,NA,NA,NA,NA,2,1
10931,3500900,2013,1,NA,NA,NA,NA,NA,NA,1,1
10932,3500900,2015,1,NA,NA,NA,NA,NA,NA,1,1
10935,3501110,2013,1,1,1,NA,NA,NA,NA,NA,NA
10938,3501380,2011,2,NA,NA,NA,NA,NA,NA,1,0.5
10939,3501380,2013,2,NA,NA,NA,NA,NA,NA,1,0.5
10940,3501380,2015,2,NA,NA,NA,NA,NA,NA,1,0.5
10941,3501380,2017,2,NA,NA,NA,NA,NA,NA,1,0.5
10942,3501410,2011,1,NA,NA,1,1,NA,NA,1,1
10943,3501410,2015,1,NA,NA,NA,NA,NA,NA,1,1
10944,3501410,2017,1,NA,NA,NA,NA,NA,NA,1,1
10948,3501560,2011,1,NA,NA,1,1,NA,NA,1,1
10949,3501560,2013,1,NA,NA,NA,NA,NA,NA,1,1
10950,3501560,2015,1,NA,NA,NA,NA,NA,NA,1,1
10951,3501560,2017,1,NA,NA,NA,NA,NA,NA,1,1
10952,3501680,2011,1,1,1,NA,NA,NA,NA,NA,NA
10956,3502160,2013,1,NA,NA,NA,NA,NA,NA,1,1
10959,3502370,2011,3,NA,NA,NA,NA,1,0.333333333333333,NA,NA
10963,3502460,2011,1,NA,NA,NA,NA,NA,NA,1,1
10964,3502460,2013,1,NA,NA,NA,NA,NA,NA,1,1
10965,3502460,2015,1,NA,NA,NA,NA,NA,NA,1,1
10966,3502460,2017,1,NA,NA,NA,NA,NA,NA,1,1
10967,3502520,2011,1,NA,NA,NA,NA,NA,NA,1,1
10968,3502520,2013,1,NA,NA,NA,NA,NA,NA,1,1
10969,3502520,2015,1,NA,NA,NA,NA,NA,NA,1,1
10970,3502520,2017,2,NA,NA,NA,NA,NA,NA,2,1
10977,3600025,2011,1,NA,NA,NA,NA,NA,NA,1,1
10978,3600025,2013,1,NA,NA,NA,NA,NA,NA,1,1
10979,3600025,2015,1,NA,NA,NA,NA,NA,NA,1,1
10980,3600025,2017,1,NA,NA,NA,NA,NA,NA,1,1
10981,3600026,2011,1,NA,NA,1,1,NA,NA,1,1
10982,3600026,2013,1,NA,NA,NA,NA,NA,NA,1,1
10983,3600026,2015,1,NA,NA,NA,NA,NA,NA,1,1
10984,3600026,2017,1,NA,NA,NA,NA,NA,NA,1,1
10985,3600030,2011,1,NA,NA,1,1,NA,NA,1,1
10986,3600030,2013,1,NA,NA,NA,NA,NA,NA,1,1
10987,3600030,2015,1,NA,NA,NA,NA,NA,NA,1,1
10988,3600030,2017,2,NA,NA,NA,NA,NA,NA,2,1
10989,3600035,2015,1,NA,NA,NA,NA,NA,NA,1,1
10990,3600035,2017,1,NA,NA,NA,NA,NA,NA,1,1
10991,3600036,2011,1,NA,NA,1,1,NA,NA,1,1
10992,3600036,2013,1,NA,NA,NA,NA,NA,NA,1,1
10993,3600036,2015,1,NA,NA,NA,NA,NA,NA,1,1
10994,3600036,2017,1,NA,NA,NA,NA,NA,NA,1,1
10995,3600038,2011,1,NA,NA,NA,NA,NA,NA,1,1
10996,3600038,2013,1,NA,NA,NA,NA,NA,NA,1,1
10997,3600038,2015,1,NA,NA,NA,NA,NA,NA,1,1
10998,3600038,2017,1,NA,NA,NA,NA,NA,NA,1,1
10999,3600041,2011,1,NA,NA,1,1,NA,NA,1,1
11000,3600041,2013,1,NA,NA,NA,NA,NA,NA,1,1
11001,3600046,2013,1,NA,NA,NA,NA,NA,NA,1,1
11002,3600046,2015,1,NA,NA,NA,NA,NA,NA,1,1
11003,3600046,2017,1,NA,NA,NA,NA,NA,NA,1,1
11004,3600047,2011,1,NA,NA,NA,NA,NA,NA,1,1
11005,3600047,2013,1,NA,NA,NA,NA,NA,NA,1,1
11006,3600047,2015,1,NA,NA,NA,NA,NA,NA,1,1
11007,3600047,2017,1,NA,NA,NA,NA,NA,NA,1,1
11008,3600048,2011,1,NA,NA,NA,NA,NA,NA,1,1
11009,3600048,2013,1,NA,NA,NA,NA,NA,NA,1,1
11010,3600048,2015,1,NA,NA,NA,NA,NA,NA,1,1
11011,3600048,2017,1,NA,NA,NA,NA,NA,NA,1,1
11012,3600049,2011,1,NA,NA,1,1,NA,NA,1,1
11013,3600049,2013,1,NA,NA,NA,NA,NA,NA,1,1
11014,3600049,2015,1,NA,NA,NA,NA,NA,NA,1,1
11015,3600049,2017,1,NA,NA,NA,NA,NA,NA,1,1
11016,3600054,2013,1,NA,NA,NA,NA,NA,NA,1,1
11017,3600054,2015,1,NA,NA,NA,NA,NA,NA,1,1
11018,3600054,2017,1,NA,NA,NA,NA,NA,NA,1,1
11019,3600057,2011,1,NA,NA,NA,NA,NA,NA,1,1
11020,3600057,2013,1,NA,NA,NA,NA,NA,NA,1,1
11021,3600057,2015,1,NA,NA,NA,NA,NA,NA,1,1
11022,3600057,2017,1,NA,NA,NA,NA,NA,NA,1,1
11023,3600059,2011,1,NA,NA,1,1,NA,NA,1,1
11024,3600059,2013,1,NA,NA,NA,NA,NA,NA,1,1
11025,3600059,2015,1,NA,NA,NA,NA,NA,NA,1,1
11026,3600059,2017,1,NA,NA,NA,NA,NA,NA,1,1
11027,3600060,2015,1,NA,NA,NA,NA,NA,NA,1,1
11028,3600060,2017,1,NA,NA,NA,NA,NA,NA,1,1
11029,3600066,2011,1,NA,NA,1,1,NA,NA,1,1
11030,3600066,2013,1,NA,NA,NA,NA,NA,NA,1,1
11031,3600066,2015,1,NA,NA,NA,NA,NA,NA,1,1
11032,3600067,2011,1,NA,NA,NA,NA,NA,NA,1,1
11033,3600067,2013,1,NA,NA,NA,NA,NA,NA,1,1
11034,3600067,2015,1,NA,NA,NA,NA,NA,NA,1,1
11035,3600067,2017,1,NA,NA,NA,NA,NA,NA,1,1
11036,3600068,2015,1,NA,NA,NA,NA,NA,NA,1,1
11037,3600068,2017,1,NA,NA,NA,NA,NA,NA,1,1
11038,3600070,2011,1,NA,NA,NA,NA,NA,NA,1,1
